crate_name,version,test_name,native_exit_code,exit_code_stack,exit_code_tree,error_type_stack,error_type_tree,full_error_text_stack,full_error_text_tree,error_root_stack,error_root_tree,num_duplicates
libusb-src,1.26.2,test::test_init_and_exit,101,1,1,Undefined Behavior,Undefined Behavior,scalar size mismatch: expected 4 bytes but got 1 bytes instead,scalar size mismatch: expected 4 bytes but got 1 bytes instead,"/usr/src/ffickle/extracted/libusb/libusb/os/threads_posix.h:81:92,/usr/src/ffickle/extracted/libusb/libusb/io.c:1165:2,/usr/src/ffickle/extracted/libusb/libusb/core.c:2342:6","/usr/src/ffickle/extracted/libusb/libusb/os/threads_posix.h:81:92,/usr/src/ffickle/extracted/libusb/libusb/io.c:1165:2,/usr/src/ffickle/extracted/libusb/libusb/core.c:2342:6",2
libusb1-sys,0.6.4,test_get_device_list,101,1,1,Undefined Behavior,Undefined Behavior,scalar size mismatch: expected 4 bytes but got 1 bytes instead,scalar size mismatch: expected 4 bytes but got 1 bytes instead,"/usr/src/ffickle/extracted/libusb/libusb/os/threads_posix.h:81:92,/usr/src/ffickle/extracted/libusb/libusb/io.c:1165:2,/usr/src/ffickle/extracted/libusb/libusb/core.c:2342:6","/usr/src/ffickle/extracted/libusb/libusb/os/threads_posix.h:81:92,/usr/src/ffickle/extracted/libusb/libusb/io.c:1165:2,/usr/src/ffickle/extracted/libusb/libusb/core.c:2342:6",2
littlefs2,0.4.0,main,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x70], but that tag does not exist in the borrow stack for this location",reborrow through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:23:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:3515:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:3606:15",/usr/src/ffickle/extracted/src/fs.rs:1181:25,1
littlefs2,0.4.0,fs::tests::open_file_with_options_and_then,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x70], but that tag does not exist in the borrow stack for this location",reborrow through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:23:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:3515:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:3606:15",src/fs.rs:1181:25,12
littlefs2,0.4.0,tests::format,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x70], but that tag does not exist in the borrow stack for this location",reborrow through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:23:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:3515:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:3685:15",src/fs.rs:1181:25,1
littlefs2,0.4.0,tests::test_iter_dirs,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0xf0], but that tag does not exist in the borrow stack for this location",reborrow through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:23:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:3515:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/littlefs2-sys-0.1.7/littlefs/lfs.c:3606:15",src/fs.rs:1181:25,4
lmdb,0.8.0,test_utils::issue_21_regression,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4247:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4706:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4954:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4247:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4706:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4954:8",22
lmdb-master-sys,0.1.0,test_simple_64,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4830:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:5318:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:5633:8","/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4830:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:5318:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:5633:8",1
lmdb-rkv,0.14.0,environment::test::test_freelist,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4280:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4739:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4987:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4280:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4739:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4987:8",30
lmdb-rkv-sys,0.11.2,test_simple_64,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4280:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4739:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4987:8","/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4280:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4739:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4987:8",1
lmdb-sys2,0.11.2,test_simple_64,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4318:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4777:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:5025:8","/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4318:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:4777:7,/usr/src/ffickle/extracted/lmdb/libraries/liblmdb/mdb.c:5025:8",1
lsmlite-rs,0.1.0,tests::cannot_open_with_different_compression,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,/usr/src/ffickle/extracted/lsm_main.c:81:9,/usr/src/ffickle/extracted/lsm_main.c:81:9,27
lsmlite-rs,0.1.0,threads::tests::create_background_thread_checkpointer,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0xe8], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,/usr/src/ffickle/extracted/lsm_main.c:81:9,/usr/src/ffickle/extracted/lsm_main.c:81:9,3
lucet-runtime-internals,0.6.1,context::tests::c_child::test_child_10_args,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.__val[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.__val[0]: encountered uninitialized memory, but expected an integer",/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/nix-0.15.0/src/sys/signal.rs:345:51,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/nix-0.15.0/src/sys/signal.rs:345:51,13
lz4,1.24.0,decoder::test::test_decoder_smallest,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds","memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds",/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:1581:24,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:1581:24,1
lz4,1.24.0,encoder::test::test_encoder_smoke,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 8, so pointer to 56 bytes starting at offset 32 is out-of-bounds","memory access failed: alloc has size 8, so pointer to 56 bytes starting at offset 32 is out-of-bounds","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:688:22,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:799:12","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:688:22,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:799:12",6
lz4,1.24.0,decoder::test::test_decoder_send,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 8, so pointer to 8 bytes starting at offset 64 is out-of-bounds","memory access failed: alloc has size 8, so pointer to 8 bytes starting at offset 64 is out-of-bounds",/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:1263:40,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:1263:40,1
lzfse,0.1.0,tests::decode_buffer_to_small,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0xc], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzfse_internal.h:446:3,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzvn_encode_base.c:70:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzvn_encode_base.c:337:24,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzvn_encode_base.c:490:20,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzvn_encode_base.c:568:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzvn_encode_base.c:589:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzfse_encode.c:50:17,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzfse_encode.c:157:9","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzfse_internal.h:446:3,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzvn_encode_base.c:70:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzvn_encode_base.c:337:24,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzvn_encode_base.c:490:20,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzvn_encode_base.c:568:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzvn_encode_base.c:589:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzfse_encode.c:50:17,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lzfse-sys-1.0.0/lzfse/src/lzfse_encode.c:157:9",2
lzokay-native,0.1.0,tests::check_lzo_decompress_compatibility,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/minilzo-rs-0.6.0/src/lib.rs:112:34,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/minilzo-rs-0.6.0/src/lib.rs:112:34,1
mdl,1.0.5,iterate_test,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4247:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4706:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4954:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4247:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4706:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4954:8",6
megadex_derive,0.1.0,check_veggies,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4283:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4742:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4990:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4283:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4742:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4990:8",1
megadex_rkv,0.1.1,tests::it_works,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4283:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4742:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4990:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4283:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4742:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.8.6/lmdb/libraries/liblmdb/mdb.c:4990:8",1
milagro-crypto,0.1.14,ff::tests::test_copy,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:248:35,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:396:9",NA,2
milagro-crypto,0.1.14,randapi::wrappers::tests::test_rng,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",NA,"/usr/src/ffickle/extracted/milagro-crypto-c/src/rand.c:112:33,/usr/src/ffickle/extracted/milagro-crypto-c/src/randapi.c:8:5",NA,2
milagro-crypto,0.1.14,hash::wrappers::tests::test_sha256,0,1,0,Undefined Behavior,NA,"attempting a write access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",NA,/usr/src/ffickle/extracted/milagro-crypto-c/src/hash.c:175:18,NA,2
milagro-crypto,0.1.14,ff::tests::test_ff_modulus,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",write access through <> is forbidden,"/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:248:35,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:396:9","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:781:27,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:337:15,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:533:9",1
milagro-crypto,0.1.14,ff::tests::test_ff_pow,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",write access through <> is forbidden,"/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:248:35,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:396:9","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:781:27,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:337:15,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:533:9,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:711:5,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:947:5",1
milagro-crypto,0.1.14,ff::tests::plus_test,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",write access through <> is forbidden,"/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:248:35,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:396:9","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:900:13,/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:959:5",21
milagro-crypto,0.1.14,ff::tests::test_ff_randoms,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",write access through <> is forbidden,"/usr/src/ffickle/extracted/milagro-crypto-c/src/rand.c:112:33,/usr/src/ffickle/extracted/milagro-crypto-c/src/randapi.c:8:5","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:781:27,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:337:15,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:533:9,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:618:5,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:782:5",2
milagro-crypto,0.1.14,big::tests::test_big_random,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",write access through <> is forbidden,"/usr/src/ffickle/extracted/milagro-crypto-c/src/rand.c:112:33,/usr/src/ffickle/extracted/milagro-crypto-c/src/randapi.c:8:5","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:900:13,/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:959:5",1
milagro-crypto,0.1.14,ff::tests::test_ff_is_prime,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",write access through <> is forbidden,"/usr/src/ffickle/extracted/milagro-crypto-c/src/rand.c:112:33,/usr/src/ffickle/extracted/milagro-crypto-c/src/randapi.c:8:5","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:900:13,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:316:15,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:327:5,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:1041:5",1
milagro-crypto,0.1.14,ff::tests::test_ff_io_sized_hex,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x60], but that tag does not exist in the borrow stack for this location",write access through <> is forbidden,"/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:248:35,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:396:9","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:900:13,/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:959:5",1
milagro-crypto,0.1.14,big::tests::test_bytes,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,"/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:900:13,/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:231:5","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:900:13,/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:231:5",1
milagro-crypto,0.1.14,big::tests::test_big_hex_io,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,"/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:900:13,/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:959:5","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:900:13,/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:959:5",3
milagro-crypto,0.1.14,ecp2::tests::test_ecp2_hex_io,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x8], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,"/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:900:13,/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:959:5","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:900:13,/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:959:5",1
milagro-crypto,0.1.14,ff::tests::test_ff_sqr,101,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location","memory access failed: alloc has size 80, so pointer to 8 bytes starting at offset 80 is out-of-bounds","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:248:35,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:396:9","/usr/src/ffickle/extracted/milagro-crypto-c/src/big.c:869:47,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:441:9,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:446:5,/usr/src/ffickle/extracted/milagro-crypto-c/src/ff.c:559:5",1
minilzo-rs,0.6.0,tests::test_lzo_cmpress,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",src/lib.rs:112:34,src/lib.rs:112:34,1
minimap2-sys,0.1.16+minimap2.2.26,tests::set_index_and_mapping_opts,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.k: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.k: encountered uninitialized memory, but expected an integer",src/lib.rs:51:36,src/lib.rs:51:36,1
molconv,0.2.0,xdr::c_abi::xdrfile_trr::tests::test_read_trr_nframes,0,1,1,Undefined Behavior,Unsupported Operation,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",unsupported operation: can't call foreign function `sprintf` on OS `linux`,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_trr.c:500:14,"/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile.c:209:9,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_trr.c:480:10,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_trr.c:502:5",1
molconv,0.2.0,xdr::c_abi::xdrfile_xtc::tests::test_read_xtc_nframes,0,1,1,Undefined Behavior,Unsupported Operation,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",unsupported operation: can't call foreign function `sprintf` on OS `linux`,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_xtc.c:113:11,"/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile.c:209:9,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_xtc.c:96:7,/usr/src/ffickle/extracted/external/xdrfile/src/xdrfile_xtc.c:115:2",1
monacoin,0.27.1-pre,util::psbt::tests::serialize_then_deserialize_output,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",NA,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-sys-0.4.2/depend/secp256k1/src/scalar_4x64_impl.h:124:168,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-sys-0.4.2/depend/secp256k1/src/scalar_impl.h:36:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-sys-0.4.2/depend/secp256k1/src/secp256k1.c:557:11,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-sys-0.4.2/depend/secp256k1/src/secp256k1.c:575:11",NA,2
monacoin,0.27.1-pre,util::bip32::tests::test_vector_1,0,1,124,Undefined Behavior,Timeout,"attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",NA,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-sys-0.4.2/depend/secp256k1/src/scalar_4x64_impl.h:124:168,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-sys-0.4.2/depend/secp256k1/src/scalar_impl.h:36:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-sys-0.4.2/depend/secp256k1/src/secp256k1.c:557:11,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-sys-0.4.2/depend/secp256k1/src/secp256k1.c:575:11",NA,2
